VBELN;POSNR;FKART;FKDAT;VKORG;SPART;KUNAG;WAERK;BUKRS;VBTYP;RFBSK;FKSTO;SFAKN;ERDAT;MATNR;ARKTX;FKIMG;NETWR;MWSBP;WERKS;MATKL;PSTYV;AUBEL;CHARG;SELLER_ID;SELLER_NOMBRE;SELLER_APELLIDO;SELLER_RUT;SELLER_EMAIL
0096312653;000010;ZZBN;20240409;1000;N1;998-9;CLP;1000;M;C;;;20240409;000000000000947753;225/45 R 17 SA37 94Y TL;2.000;1600.00;0.00;1PA1;0016;ZTAN;0004400154;2400639619;;;;;
0096316551;000010;ZZBN;20240411;1000;N1;998-9;CLP;1000;M;C;;;20240411;000000000000964990;175/70 R 14 Z-108 84T TL;4.000;1600.00;0.00;1PA1;0016;ZTAN;0004402976;2301195412;;;;;
0096320390;000010;ZZBN;20240415;1000;N1;998-9;CLP;1000;M;C;;;20240415;000000000000964988;175/65 R 14 Z-108 82H TL;4.000;1600.00;0.00;1PA1;0016;ZTAN;0004405672;2301195409;;;;;
0096321381;000010;ZZBN;20240415;1000;N1;998-9;CLP;1000;M;C;;;20240415;000000000000964988;175/65 R 14 Z-108 82H TL;4.000;1600.00;0.00;1PA1;0016;ZTAN;0004406512;2301195409;;;;;
0096330175;000010;ZZBN;20240422;1000;N1;998-9;CLP;1000;M;C;;;20240422;000000000000947753;225/45 R 17 SA37 94Y TL;2.000;1600.00;0.00;1PA1;0016;ZTAN;0004412251;2400639619;;;;;
0096411306;000010;ZZBN;20240613;1000;N1;888-5;CLP;1000;M;C;;;20240613;000000000000852187;SMF 65-750 80AH 750CCA;2.000;1600.00;0.00;1PA1;0019;ZTAN;0004465640;2302040301;;;;;
0096217522;000010;S1;20240206;1000;N1;998-9;CLP;1000;N;C;;0096216962;20240207;000000000000964988;175/65 R 14 Z-108 82H TL;1.000;400.00;0.00;1PA1;0016;ZTAN;0004337776;2301195409;;;;;
0096237130;000010;ZZBN;20240221;1000;N1;998-9;CLP;1000;M;C;;;20240221;000000000000103574;500 R 12 C CR868 8PR TL WST;2.000;900.00;0.00;1PA1;0016;ZTAN;0004351690;2200255327;;;;;
0096282169;000010;ZZBN;20240321;1000;N1;998-9;CLP;1000;M;C;;;20240321;000000000000103574;500 R 12 C CR868 8PR TL WST;2.000;900.00;0.00;1PA1;0016;ZTAN;0004381484;2200255327;;;;;
0096287739;000010;ZZBN;20240325;1000;N1;998-9;CLP;1000;M;C;;;20240325;000000000000760292;SMF 58014 80AH 750CCA;1.000;900.00;0.00;1PA1;0019;ZTAN;0004385385;2302040404;;;;;
0096298967;000010;ZZBN;20240328;1000;N1;888-5;CLP;1000;M;C;;;20240328;000000000000925020;175/65 R 14 SW608 82H TL;2.000;900.00;0.00;1PA1;0016;ZTAN;0004390856;2300894310;;;;;
0096397534;000010;ZZBN;20240603;1000;N1;888-5;CLP;1000;M;C;;;20240603;000000000000965016;205/60 R 16 Z-108 92V TL;2.000;900.00;0.00;1PA1;0016;ZTAN;0004455573;2400639613;;;;;
0096187534;000010;ZZBN;20240120;1000;N1;998-9;CLP;1000;M;C;;;20240120;000000000000964988;175/65 R 14 Z-108 82H TL;1.000;400.00;0.00;1PA1;0016;ZTAN;0004319381;2301195409;;;;;
0096196656;000010;ZZBN;20240125;1000;N1;998-9;CLP;1000;M;C;;;20240125;000000000000964988;175/65 R 14 Z-108 82H TL;1.000;400.00;0.00;1PA1;0016;ZTAN;0004325507;2301195409;;;;;
0096196661;000010;ZZBN;20240125;1000;N1;998-9;CLP;1000;M;C;;;20240125;000000000000964988;175/65 R 14 Z-108 82H TL;1.000;400.00;0.00;1PA1;0016;ZTAN;0004325510;2301195409;;;;;
0096235875;000010;ZZBN;20240220;1000;N1;998-9;CLP;1000;M;C;;;20240220;000000000000964988;175/65 R 14 Z-108 82H TL;1.000;400.00;0.00;1PA1;0016;ZTAN;0004351224;2301195409;;;;;
0096258355;000010;ZZBN;20240304;1000;N1;888-5;CLP;1000;M;C;;;20240304;000000000000113478;SMF NS40ZL / 40B19L 35AH 300CCA;1.000;400.00;0.00;1PA1;0019;ZTAN;0004364500;2338000003;;;;;
0096266073;000010;ZZBN;20240309;1000;N1;998-9;CLP;1000;M;C;;;20240309;000000000000964988;175/65 R 14 Z-108 82H TL;1.000;400.00;0.00;1PA1;0016;ZTAN;0004369932;2301195409;;;;;
0096293296;000010;ZZBN;20240327;1000;N1;998-9;CLP;1000;M;C;;;20240327;000000000000964990;175/70 R 14 Z-108 84T TL;1.000;400.00;0.00;1PA1;0016;ZTAN;0004388598;2301195412;;;;;
0096301257;000010;ZZBN;20240401;1000;N1;998-9;CLP;1000;M;C;;;20240401;000000000000964988;175/65 R 14 Z-108 82H TL;1.000;400.00;0.00;1PA1;0016;ZTAN;0004392483;2301195409;;;;;
0096301258;000010;ZZBN;20240401;1000;N1;998-9;CLP;1000;M;C;;;20240401;000000000000964988;175/65 R 14 Z-108 82H TL;1.000;400.00;0.00;1PA1;0016;ZTAN;0004392479;2301195409;;;;;
0096315439;000010;ZZBN;20240410;1000;N1;998-9;CLP;1000;M;C;;;20240410;000000000000964988;175/65 R 14 Z-108 82H TL;1.000;400.00;0.00;1PA1;0016;ZTAN;0004402167;2301195409;;;;;
0096330156;000010;ZZBN;20240422;1000;N1;888-5;CLP;1000;M;C;;;20240422;000000000000964990;175/70 R 14 Z-108 84T TL;1.000;400.00;0.00;1PA1;0016;ZTAN;0004412099;2301195412;;;;;
0096330163;000010;ZZBN;20240422;1000;N1;888-5;CLP;1000;M;C;;;20240422;000000000000964990;175/70 R 14 Z-108 84T TL;1.000;400.00;0.00;1PA1;0016;ZTAN;0004412112;2301195412;;;;;
0096351109;000010;ZZBN;20240503;1000;N1;998-9;CLP;1000;M;C;;;20240503;000000000000964988;175/65 R 14 Z-108 82H TL;1.000;400.00;0.00;1PA1;0016;ZTAN;0004425158;2301195409;;;;;
0096359670;000010;ZZBN;20240509;1000;N1;998-9;CLP;1000;M;C;;;20240509;000000000000965002;185/60 R 14 Z-108 82H TL;1.000;400.00;0.00;1PA1;0016;ZTAN;0004431438;2301195416;;;;;
0096362185;000010;ZZAM;20240511;1000;N1;13970819-9;CLP;1000;M;C;;;20240511;000000000000965016;205/60 R 16 Z-108 92V TL;1.000;400.00;0.00;1PA1;0016;ZTAN;0004433196;2400639613;;;;;
0096367865;000010;S1;20240514;1000;N1;18820138-5;CLP;1000;N;C;;0096365925;20240515;000000000000823930;SMF N120 / 115F51R 120AH 870CCA;1.000;1500.00;0.00;1PA1;0019;ZTAN;0004435725;2300324004;;;;;
0096380388;000010;ZZBN;20240524;1000;N1;998-9;CLP;1000;M;C;;;20240524;000000000000917174;225/55 R 18 SU318 98V REV;1.000;960.00;0.00;1PA1;0016;ZTAN;0004445590;2300997529;;;;;
0096380388;000020;ZZBN;20240524;1000;N1;998-9;CLP;1000;M;C;;;20240524;000000000000917174;225/55 R 18 SU318 98V REV;1.000;960.00;0.00;1PA1;0016;ZTAN;0004445590;2400958219;;;;;
0096289332;000010;ZZBN;20240326;1000;N1;998-9;CLP;1000;M;C;;;20240326;000000000000974480;195/55 R 16 SW608 87H TL;2.000;1500.00;0.00;1PA1;0016;ZTAN;0004386303;2301654209;;;;;
0096406339;000010;ZZBN;20240610;1000;N1;998-9;CLP;1000;M;C;;;20240610;000000000000872703;215/45 R 17 SA57 91W;2.000;1500.00;0.00;1PA1;0016;ZTAN;0004461723;2400639614;;;;;
0096435767;000010;S1;20240624;1000;N1;998-9;CLP;1000;N;C;;0096422773;20240628;000000000000113478;SMF NS40ZL / 40B19L 35AH 300CCA;1.000;480.00;0.00;1PA1;0019;ZTAN;0004473241;2401068703;;;;;
0096160505;000010;ZZBN;20240102;1000;N1;998-9;CLP;1000;M;C;;;20240102;000000000000965004;185/65 R 14 Z-108 86H TL;4.000;1800.00;0.00;1PA1;0016;ZTAN;0004299056;2301195306;;;;;
0096168104;000010;ZZAM;20240108;1000;N1;8862782-2;CLP;1000;M;C;;;20240108;000000000000971978;295/80 R 22.5 CR976A 18PR SA TL;1.000;1800.00;0.00;1PA1;0016;ZTAN;0004305488;2300056039;;;;;
0096277317;000010;ZZBN;20240318;1000;N1;998-9;CLP;1000;M;C;;;20240318;000000000000946730;205/70 R 15C SC328 8PR 106/104;2.000;1800.00;0.00;1PA1;0016;ZTAN;0004378114;2400446222;;;;;
0096299945;000010;ZZBN;20240401;1000;N1;888-5;CLP;1000;M;C;;;20240401;000000000000965016;205/60 R 16 Z-108 92V TL;4.000;1800.00;0.00;1PA1;0016;ZTAN;0004391362;2400639613;;;;;
0096355780;000010;ZZBN;20240507;1000;N1;998-9;CLP;1000;M;C;;;20240507;000000000001000532;205/55 R 16 Z-506 STUD 94T XL TL;2.000;1800.00;0.00;1PA1;0016;ZTAN;0004428168;2300118416;;;;;
0096359371;000010;ZZAM;20240509;1000;N1;76275727-3;CLP;1000;M;C;;;20240509;000000000000121577;255/70 R 22.5 CR976A 16PR;1.000;1800.00;0.00;1PA1;0016;ZTAN;0004430825;2300997612;;;;;
0096376389;000010;ZZBN;20240522;1000;N1;998-9;CLP;1000;M;C;;;20240522;000000000000113478;SMF NS40ZL / 40B19L 35AH 300CCA;1.000;480.00;0.00;1PA1;0019;ZTAN;0004442685;2401068703;;;;;
0096376893;000010;ZZBN;20240522;1000;N1;998-9;CLP;1000;M;C;;;20240522;000000000000113478;SMF NS40ZL / 40B19L 35AH 300CCA;1.000;480.00;0.00;1PA1;0019;ZTAN;0004443131;2401068703;;;;;
0096382519;000010;ZZBN;20240527;1000;N1;998-9;CLP;1000;M;C;;;20240527;000000000000113478;SMF NS40ZL / 40B19L 35AH 300CCA;1.000;480.00;0.00;1PA1;0019;ZTAN;0004446571;2401068703;;;;;
0096382523;000010;ZZBN;20240527;1000;N1;998-9;CLP;1000;M;C;;;20240527;000000000000113478;SMF NS40ZL / 40B19L 35AH 300CCA;1.000;480.00;0.00;1PA1;0019;ZTAN;0004447185;2401068703;;;;;
0096425473;000010;ZZBN;20240625;1000;N1;998-9;CLP;1000;M;C;;;20240625;000000000000951351;215/45 R 17 GOODRIDE SW608 91V XL TL;2.000;1800.00;0.00;1PA1;0016;ZTAN;0004474931;2400446225;;;;;
0096359370;000010;ZZBN;20240509;1000;N1;998-9;CLP;1000;M;C;;;20240509;000000000000965014;205/55 R 16 Z-108 94W XL TL;2.000;1100.00;0.00;1PA1;0016;ZTAN;0004430752;2400639612;;;;;
0096359574;000010;ZZBN;20240509;1000;N1;998-9;CLP;1000;M;C;;;20240509;000000000000965014;205/55 R 16 Z-108 94W XL TL;2.000;1100.00;0.00;1PA1;0016;ZTAN;0004431365;2400639612;;;;;
0096381379;000010;ZZBN;20240525;1000;N1;888-5;CLP;1000;M;C;;;20240525;000000000000909944;195/55 R 15 SW618 85H TL;2.000;1100.00;0.00;1PA1;0016;ZTAN;0004446195;2400446214;;;;;
0096420404;000010;ZZBN;20240619;1000;N1;998-9;CLP;1000;M;C;;;20240619;000000000000965005;185/65 R 15 Z-108 88H TL;2.000;1100.00;0.00;1PA1;0016;ZTAN;0004471779;2401362809;;;;;
0096425741;000010;ZZBN;20240625;1000;N1;998-9;CLP;1000;M;C;;;20240625;000000000000974476;185/60 R 15 Z-401 88H XL TL;2.000;1100.00;0.00;1PA1;0016;ZTAN;0004475399;2401430605;;;;;
0096427055;000010;ZZBN;20240626;1000;N1;998-9;CLP;1000;M;C;;;20240626;000000000000965012;195/65 R 15 Z-108 91V TL;2.000;1100.00;0.00;1PA1;0016;ZTAN;0004476207;2400958211;;;;;
0096433011;000010;ZZAM;20240628;1000;N1;888-5;CLP;1000;M;C;;;20240628;000000000000974478;185/65 R 15 Z-401 92H XL TL;2.000;1100.00;0.00;1PA1;0016;ZTAN;0004479069;2401430608;;;;;
0096435180;000010;ZZAM;20240628;1000;N1;888-5;CLP;1000;M;C;;;20240628;000000000000974476;185/60 R 15 Z-401 88H XL TL;2.000;1100.00;0.00;1PA1;0016;ZTAN;0004480082;2401430605;;;;;
0096166146;000010;ZZBN;20240105;1000;N1;998-9;CLP;1000;M;C;;;20240105;000000000000974482;205/55 R 16 Z-401 94V XL TL;2.000;1300.00;0.00;1PA1;0016;ZTAN;0004304010;2301728118;;;;;
0096232498;000010;ZZBN;20240219;1000;N1;998-9;CLP;1000;M;C;;;20240219;000000000000965018;205/65 R 16 Z-108 95H TL;2.000;1300.00;0.00;1PA1;0016;ZTAN;0004349071;2400115819;;;;;
0096325842;000010;ZZBN;20240417;1000;N1;998-9;CLP;1000;M;C;;;20240417;000000000000850194;205/45 R 17 SA37 88Y;2.000;1300.00;0.00;1PA1;0016;ZTAN;0004409347;2400639611;;;;;
0096357796;000010;ZZBN;20240508;1000;N1;998-9;CLP;1000;M;C;;;20240508;000000000000883814;185/55 R 15 SW618 82T TL;2.000;1300.00;0.00;1PA1;0016;ZTAN;0004429941;2301728108;;;;;
0096413002;000010;ZZBN;20240614;1000;N1;998-9;CLP;1000;M;C;;;20240614;000000000000951348;185/55 R 15 TRAZANO SW618 82T TL;2.000;1300.00;0.00;1PA1;0016;ZTAN;0004466860;2400446207;;;;;
0096414559;000010;ZZBN;20240615;1000;N1;998-9;CLP;1000;M;C;;;20240615;000000000000951348;185/55 R 15 TRAZANO SW618 82T TL;2.000;1300.00;0.00;1PA1;0016;ZTAN;0004468051;2400446207;;;;;
0096394461;000020;ZZBN;20240531;1000;N1;998-9;CLP;1000;M;C;;;20240531;000000000000925020;175/65 R 14 SW608 82H TL;1.000;560.00;0.00;1PA1;0016;ZTAN;0004453646;2301448706;;;;;
0096179268;000010;ZZBN;20240116;1000;N1;998-9;CLP;1000;M;C;;;20240116;000000000000809197;265/60 R 18 SU318 114V TL;2.000;2400.00;0.00;1PA1;0016;ZTAN;0004313829;2302074436;;;;;
0096183353;000010;ZZBN;20240117;1000;N1;998-9;CLP;1000;M;C;;;20240117;000000000000974479;195/55 R 15 Z-401 89V XL TL;1.000;560.00;0.00;1PA1;0016;ZTAN;0004316295;2301195421;;;;;
0096194936;000010;ZZBN;20240125;1000;N1;998-9;CLP;1000;M;C;;;20240125;000000000000974479;195/55 R 15 Z-401 89V XL TL;1.000;560.00;0.00;1PA1;0016;ZTAN;0004324410;2301195421;;;;;
0096208229;000010;ZZBN;20240131;1000;N1;998-9;CLP;1000;M;C;;;20240131;000000000000839102;225/50 R 17 SA37 98W XL TL;3.000;2400.00;0.00;1PA1;0016;ZTAN;0004331757;2300309923;;;;;
0096418497;000010;S1;20240617;1000;N1;998-9;CLP;1000;N;C;;0096416398;20240618;000000000001012356;235/55 R 18 GOODRIDE SW618 104T TL;2.000;2400.00;0.00;1PA1;0016;ZTAN;0004469256;2400446233;;;;;
0096422235;000010;ZZBN;20240621;1000;N1;998-9;CLP;1000;M;C;;;20240621;000000000000925020;175/65 R 14 SW608 82H TL;4.000;2400.00;0.00;1PA1;0016;ZTAN;0004473007;2401430604;;;;;
0096429694;000010;ZZAM;20240627;1000;N1;888-5;CLP;1000;M;C;;;20240627;000000000001012356;235/55 R 18 GOODRIDE SW618 104T TL;2.000;2400.00;0.00;1PA1;0016;ZTAN;0004477567;2400446233;;;;;
0096216042;000010;ZZBN;20240206;1000;N1;888-5;CLP;1000;M;C;;;20240206;000000000000832561;SMF 68032 / 180G51L 180AH 1000CCA;2.000;3000.00;0.00;1PA1;0019;ZTAN;0004337028;2300736604;;;;;
0096231403;000010;ZZBN;20240216;1000;N1;998-9;CLP;1000;M;C;;;20240216;000000000000747835;235/70 R 16 SL369 106S TL;2.000;2000.00;0.00;1PA1;0016;ZTAN;0004348147;2300997611;;;;;
0096299951;000010;ZZBN;20240401;1000;N1;998-9;CLP;1000;M;C;;;20240401;000000000000974485;215/60 R 17 Z-401 96H TL;4.000;3000.00;0.00;1PA1;0016;ZTAN;0004391368;2400115823;;;;;
0096302686;000010;ZZAM;20240402;1000;N1;10131994-6;CLP;1000;M;C;;;20240402;000000000000965014;205/55 R 16 Z-108 94W XL TL;4.000;2000.00;0.00;1PA1;0016;ZTAN;0004393694;2400446219;;;;;
0096324164;000010;ZZBN;20240417;1000;N1;998-9;CLP;1000;M;C;;;20240417;000000000000974485;215/60 R 17 Z-401 96H TL;4.000;3000.00;0.00;1PA1;0016;ZTAN;0004408291;2400115823;;;;;
0096355941;000010;ZZBN;20240507;1000;N1;998-9;CLP;1000;M;C;;;20240507;000000000000965014;205/55 R 16 Z-108 94W XL TL;4.000;2000.00;0.00;1PA1;0016;ZTAN;0004428626;2400639612;;;;;
0096359584;000010;ZZBN;20240509;1000;N1;998-9;CLP;1000;M;C;;;20240509;000000000001000537;215/65 R 16 Z-506 STUD 98T TL;2.000;2000.00;0.00;1PA1;0016;ZTAN;0004431355;2302074426;;;;;
0096391091;000010;ZZBN;20240530;1000;N1;998-9;CLP;1000;M;C;;;20240530;000000000000965012;195/65 R 15 Z-108 91V TL;4.000;2000.00;0.00;1PA1;0016;ZTAN;0004452083;2400958211;;;;;
0096173344;000010;ZZBN;20240111;1000;N1;998-9;CLP;1000;M;C;;;20240111;000000000000853772;185 R 14C H188 8PR TL;1.000;640.00;0.00;1PA1;0016;ZTAN;0004309455;2300997516;;;;;
0096214988;000010;ZZBN;20240205;1000;N1;998-9;CLP;1000;M;C;;;20240205;000000000000974482;205/55 R 16 Z-401 94V XL TL;1.000;640.00;0.00;1PA1;0016;ZTAN;0004336069;2300118415;;;;;
0096392931;000020;ZZAM;20240531;1000;N1;11684874-0;CLP;1000;M;C;;;20240531;000000000000951348;185/55 R 15 TRAZANO SW618 82T TL;2.000;1120.00;0.00;1PA1;0016;ZTAN;0004452968;2400446207;;;;;
0096172577;000010;ZZAM;20240110;1000;N1;16964345-8;CLP;1000;M;C;;;20240110;000000000000964988;175/65 R 14 Z-108 82H TL;2.000;720.00;0.00;1PA1;0016;ZTAN;0004308925;2301195409;;;;;
0096196503;000010;ZZBN;20240125;1000;N1;998-9;CLP;1000;M;C;;;20240125;000000000000965020;215/65 R 16 Z-108 98V TL;1.000;720.00;0.00;1PA1;0016;ZTAN;0004325409;2301654220;;;;;
0096198374;000010;ZZBN;20240126;1000;N1;998-9;CLP;1000;M;C;;;20240126;000000000000964988;175/65 R 14 Z-108 82H TL;2.000;720.00;0.00;1PA1;0016;ZTAN;0004326623;2301195409;;;;;
0096199895;000010;ZZBN;20240129;1000;N1;888-5;CLP;1000;M;C;;;20240129;000000000000964988;175/65 R 14 Z-108 82H TL;2.000;720.00;0.00;1PA1;0016;ZTAN;0004327541;2301195409;;;;;
0096210835;000010;ZZBN;20240201;1000;N1;998-9;CLP;1000;M;C;;;20240201;000000000000965020;215/65 R 16 Z-108 98V TL;1.000;720.00;0.00;1PA1;0016;ZTAN;0004333180;2301654220;;;;;
0096210838;000010;ZZBN;20240201;1000;N1;998-9;CLP;1000;M;C;;;20240201;000000000000965020;215/65 R 16 Z-108 98V TL;1.000;720.00;0.00;1PA1;0016;ZTAN;0004333175;2301654220;;;;;
0096212709;000010;ZZAM;20240202;1000;N1;13790237-0;CLP;1000;M;C;;;20240202;000000000000964988;175/65 R 14 Z-108 82H TL;2.000;720.00;0.00;1PA1;0016;ZTAN;0004334489;2301195409;;;;;
0096213288;000010;ZZBN;20240203;1000;N1;998-9;CLP;1000;M;C;;;20240203;000000000000964988;175/65 R 14 Z-108 82H TL;2.000;720.00;0.00;1PA1;0016;ZTAN;0004334998;2301195409;;;;;
0096218604;000010;ZZAM;20240207;1000;N1;13163836-1;CLP;1000;M;C;;;20240207;000000000000974482;205/55 R 16 Z-401 94V XL TL;2.000;1120.00;0.00;1PA1;0016;ZTAN;0004339113;2300118415;;;;;
0096219045;000010;ZZAM;20240208;1000;N1;13163836-1;CLP;1000;M;C;;;20240208;000000000000974482;205/55 R 16 Z-401 94V XL TL;2.000;1120.00;0.00;1PA1;0016;ZTAN;0004339491;2300118415;;;;;
0096225340;000010;ZZBN;20240213;1000;N1;998-9;CLP;1000;M;C;;;20240213;000000000000964988;175/65 R 14 Z-108 82H TL;2.000;720.00;0.00;1PA1;0016;ZTAN;0004344037;2301195409;;;;;
0096233202;000010;ZZBN;20240219;1000;N1;998-9;CLP;1000;M;C;;;20240219;000000000000964988;175/65 R 14 Z-108 82H TL;2.000;720.00;0.00;1PA1;0016;ZTAN;0004349477;2301195409;;;;;
0096238487;000010;ZZBN;20240222;1000;N1;998-9;CLP;1000;M;C;;;20240222;000000000000964988;175/65 R 14 Z-108 82H TL;2.000;720.00;0.00;1PA1;0016;ZTAN;0004352962;2301195409;;;;;
0096241030;000010;ZZBN;20240223;1000;N1;998-9;CLP;1000;M;C;;;20240223;000000000000974479;195/55 R 15 Z-401 89V XL TL;2.000;1120.00;0.00;1PA1;0016;ZTAN;0004354747;2301195421;;;;;
0096241280;000010;ZZBN;20240223;1000;N1;998-9;CLP;1000;M;C;;;20240223;000000000000964988;175/65 R 14 Z-108 82H TL;2.000;720.00;0.00;1PA1;0016;ZTAN;0004354815;2301195409;;;;;
0096241284;000010;ZZBN;20240223;1000;N1;998-9;CLP;1000;M;C;;;20240223;000000000000964988;175/65 R 14 Z-108 82H TL;2.000;720.00;0.00;1PA1;0016;ZTAN;0004354829;2301195409;;;;;
0096262440;000010;ZZBN;20240306;1000;N1;998-9;CLP;1000;M;C;;;20240306;000000000000964988;175/65 R 14 Z-108 82H TL;2.000;720.00;0.00;1PA1;0016;ZTAN;0004367216;2301195409;;;;;
0096275264;000010;ZZBN;20240315;1000;N1;998-9;CLP;1000;M;C;;;20240315;000000000000964988;175/65 R 14 Z-108 82H TL;2.000;720.00;0.00;1PA1;0016;ZTAN;0004376549;2301195409;;;;;
0096309220;000010;ZZBN;20240405;1000;N1;998-9;CLP;1000;M;C;;;20240405;000000000000864225;185/55 R 15 SA57 82V TL;2.000;1120.00;0.00;1PA1;0016;ZTAN;0004397690;2301195414;;;;;
0096356237;000010;ZZBN;20240507;1000;N1;998-9;CLP;1000;M;C;;;20240507;000000000000965016;205/60 R 16 Z-108 92V TL;2.000;1120.00;0.00;1PA1;0016;ZTAN;0004428858;2400639613;;;;;
0096373415;000010;ZZBN;20240520;1000;N1;998-9;CLP;1000;M;C;;;20240520;000000000000925020;175/65 R 14 SW608 82H TL;2.000;1120.00;0.00;1PA1;0016;ZTAN;0004440532;2301448706;;;;;
0096381378;000010;ZZBN;20240525;1000;N1;998-9;CLP;1000;M;C;;;20240525;000000000000925020;175/65 R 14 SW608 82H TL;2.000;1120.00;0.00;1PA1;0016;ZTAN;0004446185;2301448706;;;;;
0096381383;000010;ZZBN;20240525;1000;N1;998-9;CLP;1000;M;C;;;20240525;000000000000925020;175/65 R 14 SW608 82H TL;2.000;1120.00;0.00;1PA1;0016;ZTAN;0004446224;2301448706;;;;;
0096381384;000010;ZZBN;20240525;1000;N1;998-9;CLP;1000;M;C;;;20240525;000000000000925020;175/65 R 14 SW608 82H TL;2.000;1120.00;0.00;1PA1;0016;ZTAN;0004446317;2301448706;;;;;
0096422223;000010;ZZBN;20240621;1000;N1;998-9;CLP;1000;M;C;;;20240621;000000000000925020;175/65 R 14 SW608 82H TL;2.000;1120.00;0.00;1PA1;0016;ZTAN;0004473006;2401430604;;;;;
0096166929;000010;ZZBN;20240106;1000;N1;998-9;CLP;1000;M;C;;;20240106;000000000000974482;205/55 R 16 Z-401 94V XL TL;2.000;1280.00;0.00;1PA1;0016;ZTAN;0004304444;2301728118;;;;;
0096201505;000010;ZZBN;20240129;1000;N1;998-9;CLP;1000;M;C;;;20240129;000000000000974482;205/55 R 16 Z-401 94V XL TL;2.000;1280.00;0.00;1PA1;0016;ZTAN;0004328501;2300118415;;;;;
0096223996;000010;ZZBN;20240212;1000;N1;998-9;CLP;1000;M;C;;;20240212;000000000000974482;205/55 R 16 Z-401 94V XL TL;2.000;1280.00;0.00;1PA1;0016;ZTAN;0004343047;2300118415;;;;;
0096226526;000010;ZZBN;20240214;1000;N1;998-9;CLP;1000;M;C;;;20240214;000000000000965020;215/65 R 16 Z-108 98V TL;4.000;2600.00;0.00;1PA1;0016;ZTAN;0004344847;2301654220;;;;;
0096252785;000010;ZZBN;20240229;1000;N1;998-9;CLP;1000;M;C;;;20240229;000000000000883814;185/55 R 15 SW618 82T TL;2.000;1280.00;0.00;1PA1;0016;ZTAN;0004361147;2301728108;;;;;
0096339495;000010;ZZBN;20240426;1000;N1;998-9;CLP;1000;M;C;;;20240426;000000000000850194;205/45 R 17 SA37 88Y;4.000;2600.00;0.00;1PA1;0016;ZTAN;0004418702;2400639611;;;;;
0096340870;000010;ZZBN;20240426;1000;N1;888-5;CLP;1000;M;C;;;20240426;000000000000947753;225/45 R 17 SA37 94Y TL;4.000;2600.00;0.00;1PA1;0016;ZTAN;0004419199;2400639619;;;;;
0096375432;000010;ZZBN;20240522;1000;N1;998-9;CLP;1000;M;C;;;20240522;000000000000974482;205/55 R 16 Z-401 94V XL TL;2.000;1280.00;0.00;1PA1;0016;ZTAN;0004441941;2401068516;;;;;
0096422254;000010;ZZBN;20240621;1000;N1;998-9;CLP;1000;M;C;;;20240621;000000000001012356;235/55 R 18 GOODRIDE SW618 104T TL;2.000;2600.00;0.00;1PA1;0016;ZTAN;0004473010;2400446233;;;;;
0096165969;000010;ZZBN;20240105;1000;N1;998-9;CLP;1000;M;C;;;20240105;000000000000965007;185/70 R 14 Z-108 88T TL;2.000;880.00;0.00;1PA1;0016;ZTAN;0004303872;2301195309;;;;;
0096169436;000010;ZZBN;20240109;1000;N1;998-9;CLP;1000;M;C;;;20240109;000000000000964990;175/70 R 14 Z-108 84T TL;2.000;880.00;0.00;1PA1;0016;ZTAN;0004306582;2300537611;;;;;
0096190659;000010;ZZBN;20240123;1000;N1;998-9;CLP;1000;M;C;;;20240123;000000000000964990;175/70 R 14 Z-108 84T TL;2.000;880.00;0.00;1PA1;0016;ZTAN;0004321384;2300537611;;;;;
0096192750;000010;ZZBN;20240124;1000;N1;998-9;CLP;1000;M;C;;;20240124;000000000000113478;SMF NS40ZL / 40B19L 35AH 300CCA;1.000;450.00;0.00;1PA1;0019;ZTAN;0004322983;2338000003;;;;;
0096218546;000010;ZZBN;20240207;1000;N1;998-9;CLP;1000;M;C;;;20240207;000000000000964990;175/70 R 14 Z-108 84T TL;2.000;880.00;0.00;1PA1;0016;ZTAN;0004339062;2300537611;;;;;
0096222885;000010;ZZBN;20240212;1000;N1;998-9;CLP;1000;M;C;;;20240212;000000000000965004;185/65 R 14 Z-108 86H TL;2.000;880.00;0.00;1PA1;0016;ZTAN;0004342284;2301195306;;;;;
0096229188;000010;ZZBN;20240215;1000;N1;998-9;CLP;1000;M;C;;;20240215;000000000000965004;185/65 R 14 Z-108 86H TL;2.000;880.00;0.00;1PA1;0016;ZTAN;0004346743;2301195306;;;;;
0096235596;000010;ZZBN;20240220;1000;N1;998-9;CLP;1000;M;C;;;20240220;000000000000964990;175/70 R 14 Z-108 84T TL;2.000;880.00;0.00;1PA1;0016;ZTAN;0004351059;2300534503;;;;;
0096237137;000010;ZZBN;20240221;1000;N1;998-9;CLP;1000;M;C;;;20240221;000000000000964990;175/70 R 14 Z-108 84T TL;2.000;880.00;0.00;1PA1;0016;ZTAN;0004352105;2300534503;;;;;
0096262144;000010;ZZBN;20240306;1000;N1;998-9;CLP;1000;M;C;;;20240306;000000000000113478;SMF NS40ZL / 40B19L 35AH 300CCA;1.000;450.00;0.00;1PA1;0019;ZTAN;0004367071;2338000003;;;;;
0096278148;000010;ZZBN;20240319;1000;N1;888-5;CLP;1000;M;C;;;20240319;000000000000113393;SMF NX100S6L / 55B24L 45AH 430CCA;1.000;450.00;0.00;1PA1;0019;ZTAN;0004378558;2302040403;;;;;
